Device ID,Device Name,Battery Status (%),Device Temperature (°C),Event Logs,Connectivity Status,Alert Response Time (ms),Firmware Vulnerabilities,Calibration Status,Maintenance Status,Patient Criticality,Label,Attack Type,Protocol
ID6949,Heart Rate Monitor,7,41.1,188,Poor,44,8,Yes,Yes,Low,Compromised,DDoS,UDP
ID4851,Heart Rate Monitor,60,35.9,151,Disconnected,51,8,Yes,No,High,Compromised,Spoofing,TCP
ID4217,Patient Monitor,59,39.1,166,Good,27,9,Yes,Yes,High,Normal,None,None
ID7768,Patient Monitor,64,42.6,144,Disconnected,16,3,Yes,No,High,Normal,None,None
ID9514,Infusion Pump,83,48.9,18,Good,39,2,No,No,Medium,Normal,None,None
ID9104,ECG Machine,49,30.6,140,Poor,13,0,No,No,High,Normal,None,None
ID5110,Heart Rate Monitor,52,31.3,82,Good,44,7,No,Yes,High,Compromised,MITM,Bluetooth
ID1376,Patient Monitor,40,43.9,85,Disconnected,28,9,No,Yes,Low,Normal,None,None
ID5102,Heart Rate Monitor,39,47.4,145,Good,24,4,No,Yes,Medium,Normal,None,None
ID3176,Patient Monitor,39,46.5,110,Good,9,6,Yes,Yes,Low,Compromised,Spoofing,TCP
ID7120,Glucose Monitor,58,46.7,5,Poor,34,5,Yes,Yes,Low,Compromised,MITM,Wi-Fi
ID8951,ECG Machine,22,33.7,83,Good,18,6,No,No,High,Normal,None,None
ID4369,Ventilator,97,45.9,73,Poor,10,8,Yes,No,Low,Compromised,Spoofing,Bluetooth
ID2990,ECG Machine,59,36.5,71,Poor,55,6,No,Yes,Medium,Compromised,Spoofing,TCP
ID5170,Infusion Pump,27,36.0,173,Good,32,8,Yes,No,Medium,Normal,None,None
ID6900,ECG Machine,12,32.3,177,Poor,55,8,No,No,Medium,Compromised,MITM,TCP
ID5036,Ventilator,84,35.1,76,Poor,33,4,Yes,Yes,Low,Normal,None,None
ID2384,Glucose Monitor,22,45.7,69,Disconnected,44,0,Yes,No,Low,Compromised,Spoofing,TCP
ID5767,Glucose Monitor,56,41.1,117,Poor,7,10,No,Yes,Medium,Normal,None,None
ID4624,Glucose Monitor,44,43.6,50,Disconnected,45,8,No,Yes,High,Compromised,Spoofing,Wi-Fi
ID6038,Patient Monitor,51,30.2,66,Good,17,7,Yes,Yes,High,Normal,None,None
ID4160,Patient Monitor,19,32.0,183,Disconnected,57,0,Yes,Yes,High,Compromised,DDoS,UDP
ID1299,ECG Machine,20,32.6,180,Disconnected,57,9,Yes,Yes,High,Compromised,DDoS,TCP
ID8200,Heart Rate Monitor,89,38.2,186,Disconnected,47,10,No,No,High,Compromised,Spoofing,Bluetooth
ID5363,Glucose Monitor,52,32.0,76,Good,5,6,No,Yes,Low,Normal,None,None
ID1341,Glucose Monitor,83,45.1,96,Good,51,2,Yes,Yes,Medium,Normal,None,None
ID8053,Heart Rate Monitor,98,45.3,41,Good,13,10,No,Yes,High,Compromised,MITM,Wi-Fi
ID6613,ECG Machine,3,31.8,52,Poor,46,2,Yes,Yes,Low,Compromised,Spoofing,TCP
ID3202,Glucose Monitor,60,49.4,35,Poor,31,9,No,No,High,Compromised,Spoofing,Wi-Fi
ID2278,ECG Machine,60,42.1,111,Disconnected,42,5,No,No,Low,Compromised,MITM,Bluetooth
ID2414,Ventilator,89,48.2,48,Disconnected,57,6,Yes,No,High,Compromised,Spoofing,TCP
ID6489,Glucose Monitor,26,37.5,115,Good,20,9,No,Yes,High,Normal,None,None
ID3699,Patient Monitor,90,36.7,79,Good,22,6,No,No,High,Normal,None,None
ID2338,Patient Monitor,37,36.9,32,Good,42,3,Yes,Yes,High,Normal,None,None
ID5166,Glucose Monitor,74,33.9,188,Disconnected,38,6,Yes,Yes,Low,Normal,None,None
ID7620,Glucose Monitor,2,41.9,200,Good,37,9,No,No,High,Compromised,MITM,TCP
ID2598,ECG Machine,39,45.8,108,Disconnected,53,0,Yes,No,Low,Compromised,MITM,Wi-Fi
ID2715,Infusion Pump,56,43.0,87,Good,50,9,Yes,No,High,Compromised,MITM,UDP
ID2061,ECG Machine,28,32.6,51,Disconnected,5,2,No,No,Medium,Normal,None,None
ID9103,Patient Monitor,44,36.2,96,Poor,37,7,Yes,No,Low,Normal,None,None
ID3870,Ventilator,97,46.7,114,Disconnected,52,1,Yes,Yes,Low,Compromised,Spoofing,UDP
ID9190,Heart Rate Monitor,19,37.4,194,Poor,10,0,No,No,Medium,Compromised,DDoS,UDP
ID3118,Heart Rate Monitor,21,38.6,104,Poor,59,1,Yes,Yes,Medium,Compromised,DDoS,TCP
ID3622,Glucose Monitor,46,45.4,110,Poor,43,4,No,Yes,Medium,Compromised,DDoS,Wi-Fi
ID8176,Glucose Monitor,27,38.1,9,Disconnected,35,6,Yes,Yes,Low,Normal,None,None
ID9437,Heart Rate Monitor,51,32.9,30,Disconnected,31,4,No,No,High,Normal,None,None
ID6563,Ventilator,1,33.5,120,Disconnected,48,0,Yes,No,Medium,Compromised,Spoofing,UDP
ID1118,Glucose Monitor,75,43.4,15,Poor,49,2,Yes,Yes,High,Compromised,MITM,Wi-Fi
ID3132,Infusion Pump,67,32.5,178,Good,56,4,No,Yes,Medium,Normal,None,None
ID8803,ECG Machine,47,32.9,136,Disconnected,55,1,Yes,Yes,High,Compromised,MITM,Bluetooth
ID2434,Glucose Monitor,39,40.3,73,Poor,26,6,No,Yes,Low,Normal,None,None
ID6420,Heart Rate Monitor,45,49.9,151,Disconnected,12,7,No,Yes,Low,Compromised,DDoS,Bluetooth
ID1858,Heart Rate Monitor,37,30.5,196,Good,20,6,No,No,Medium,Normal,None,None
ID7419,Heart Rate Monitor,72,32.3,143,Good,22,3,Yes,Yes,High,Normal,None,None
ID7120,Heart Rate Monitor,94,48.1,165,Poor,45,6,Yes,No,High,Compromised,MITM,UDP
ID9018,Heart Rate Monitor,43,40.3,68,Disconnected,20,9,No,No,Medium,Normal,None,None
ID5073,Ventilator,82,44.5,48,Good,20,3,Yes,No,Low,Normal,None,None
ID2873,Heart Rate Monitor,57,36.6,163,Poor,60,6,No,No,Low,Compromised,DDoS,Bluetooth
ID7718,Glucose Monitor,79,48.4,20,Good,14,6,Yes,Yes,Medium,Compromised,Spoofing,UDP
ID8485,Heart Rate Monitor,71,37.7,71,Good,49,10,No,No,High,Compromised,DDoS,Bluetooth
ID1523,Heart Rate Monitor,8,36.9,199,Good,34,10,No,No,Medium,Compromised,DDoS,Bluetooth
ID8811,ECG Machine,10,41.9,100,Good,52,0,Yes,No,Low,Normal,None,None
ID9385,Heart Rate Monitor,36,46.4,172,Disconnected,13,2,No,Yes,Medium,Compromised,Spoofing,UDP
ID6575,ECG Machine,71,37.5,93,Poor,23,8,Yes,Yes,Low,Normal,None,None
ID8136,Glucose Monitor,66,36.4,107,Poor,34,6,No,Yes,Medium,Normal,None,None
ID8172,Patient Monitor,83,42.4,106,Poor,23,6,No,Yes,Low,Normal,None,None
ID6917,Patient Monitor,44,37.6,6,Good,33,1,No,Yes,Low,Normal,None,None
ID2845,Ventilator,79,40.0,33,Poor,33,1,Yes,No,Low,Normal,None,None
ID8369,Ventilator,3,41.8,200,Disconnected,26,0,Yes,Yes,Low,Compromised,DDoS,Bluetooth
ID2167,Patient Monitor,67,36.6,163,Poor,32,3,Yes,Yes,Low,Normal,None,None
ID5336,Infusion Pump,76,45.9,43,Good,15,8,Yes,Yes,Medium,Compromised,Spoofing,UDP
ID1174,ECG Machine,46,47.1,195,Poor,31,4,No,Yes,Medium,Compromised,MITM,Wi-Fi
ID1068,ECG Machine,63,42.3,77,Poor,23,5,No,No,Medium,Normal,None,None
ID5653,Ventilator,68,46.6,53,Disconnected,49,1,Yes,Yes,Medium,Compromised,MITM,Wi-Fi
ID7134,Patient Monitor,100,35.8,54,Poor,20,2,Yes,Yes,Low,Normal,None,None
ID3219,Infusion Pump,22,35.5,50,Good,35,3,Yes,No,Low,Normal,None,None
ID6898,Ventilator,80,45.6,19,Disconnected,33,10,No,No,Low,Compromised,DDoS,Bluetooth
ID9391,Patient Monitor,66,44.2,183,Good,39,4,Yes,No,Medium,Normal,None,None
ID1158,Glucose Monitor,3,38.5,19,Poor,51,5,No,No,High,Compromised,Spoofing,Wi-Fi
ID3155,Infusion Pump,85,30.9,100,Good,21,3,Yes,Yes,High,Normal,None,None
ID6259,Patient Monitor,66,35.0,156,Poor,44,2,No,No,Medium,Compromised,MITM,Bluetooth
ID7823,Patient Monitor,22,30.1,133,Good,7,0,Yes,No,Medium,Normal,None,None
ID6256,Infusion Pump,36,37.5,128,Good,31,10,No,Yes,High,Normal,None,None
ID7907,Patient Monitor,38,41.7,83,Disconnected,14,6,Yes,No,Medium,Normal,None,None
ID8294,Infusion Pump,45,31.9,141,Poor,22,10,No,No,Medium,Normal,None,None
ID6076,Patient Monitor,43,44.5,19,Good,43,9,Yes,Yes,Medium,Compromised,DDoS,TCP
ID8564,ECG Machine,7,34.1,167,Disconnected,52,1,No,Yes,Medium,Compromised,Spoofing,Wi-Fi
ID3660,ECG Machine,42,43.5,118,Poor,33,8,No,No,Low,Normal,None,None
ID1741,Patient Monitor,3,35.3,43,Good,28,9,Yes,Yes,High,Compromised,DDoS,UDP
ID4999,Patient Monitor,95,44.7,47,Disconnected,47,3,Yes,Yes,Low,Compromised,MITM,UDP
ID6344,Infusion Pump,26,46.0,83,Good,15,0,Yes,Yes,High,Normal,None,None
ID6256,ECG Machine,35,45.9,117,Disconnected,9,1,Yes,Yes,Low,Compromised,DDoS,Wi-Fi
ID6518,ECG Machine,5,37.8,9,Disconnected,42,4,No,No,Medium,Compromised,MITM,Wi-Fi
ID2193,Infusion Pump,78,46.1,129,Good,56,0,No,No,Low,Normal,None,None
ID9691,Infusion Pump,54,45.9,49,Disconnected,26,8,Yes,Yes,Low,Compromised,Spoofing,UDP
ID2448,Glucose Monitor,32,30.6,175,Disconnected,53,6,Yes,Yes,Medium,Compromised,DDoS,TCP
ID7249,Glucose Monitor,27,39.7,186,Poor,52,2,Yes,No,Medium,Compromised,DDoS,UDP
ID7544,ECG Machine,31,45.6,180,Good,42,10,No,Yes,Low,Compromised,Spoofing,UDP
ID5028,Infusion Pump,23,39.6,196,Poor,10,0,No,No,Medium,Normal,None,None
ID3778,ECG Machine,68,40.8,43,Disconnected,26,6,No,No,Medium,Normal,None,None
ID9853,Glucose Monitor,5,43.0,68,Disconnected,20,10,No,No,Low,Compromised,MITM,Wi-Fi
ID8737,Heart Rate Monitor,96,31.2,107,Good,25,6,Yes,Yes,Medium,Normal,None,None
ID8174,Infusion Pump,71,40.3,40,Disconnected,10,4,No,Yes,Low,Normal,None,None
ID3357,Patient Monitor,60,33.1,2,Disconnected,26,4,Yes,No,High,Normal,None,None
ID1521,ECG Machine,28,34.5,164,Good,13,4,Yes,No,Low,Normal,None,None
ID2766,Infusion Pump,1,34.6,139,Disconnected,33,3,No,No,Medium,Compromised,DDoS,TCP
ID8515,Heart Rate Monitor,85,36.7,157,Disconnected,35,1,Yes,No,High,Compromised,DDoS,Wi-Fi
ID5396,ECG Machine,8,36.9,104,Good,13,7,Yes,Yes,Medium,Compromised,MITM,UDP
ID9885,Heart Rate Monitor,81,46.6,105,Poor,60,9,Yes,No,Low,Compromised,MITM,Bluetooth
ID1507,Heart Rate Monitor,4,33.4,50,Good,40,7,Yes,Yes,High,Compromised,DDoS,TCP
ID9634,Ventilator,65,40.9,25,Good,18,7,No,No,Low,Normal,None,None
ID9576,ECG Machine,97,43.5,42,Disconnected,16,6,Yes,Yes,Medium,Normal,None,None
ID5094,Patient Monitor,70,43.6,171,Good,57,1,Yes,No,Low,Normal,None,None
ID6027,Infusion Pump,69,45.9,65,Good,7,9,Yes,Yes,High,Compromised,Spoofing,Wi-Fi
ID6974,Heart Rate Monitor,35,35.0,49,Poor,46,8,Yes,No,High,Compromised,Spoofing,Bluetooth
ID6504,Heart Rate Monitor,92,44.6,110,Poor,56,5,Yes,Yes,Low,Compromised,DDoS,TCP
ID8860,Heart Rate Monitor,18,36.4,79,Disconnected,36,7,No,Yes,Medium,Compromised,MITM,UDP
ID8618,Infusion Pump,22,48.0,27,Good,33,9,Yes,No,High,Compromised,DDoS,UDP
ID9722,Patient Monitor,95,48.5,58,Poor,9,4,Yes,Yes,Medium,Compromised,Spoofing,Bluetooth
ID6481,Patient Monitor,42,34.7,191,Disconnected,36,6,Yes,No,Low,Normal,None,None
ID3185,Ventilator,0,47.8,9,Disconnected,44,9,Yes,No,Medium,Compromised,DDoS,Bluetooth
ID4414,Ventilator,82,42.7,62,Good,41,6,Yes,No,Low,Compromised,Spoofing,Wi-Fi
ID5330,Glucose Monitor,85,47.2,197,Good,37,8,No,Yes,High,Compromised,MITM,Wi-Fi
ID1703,ECG Machine,58,42.6,119,Poor,56,4,No,Yes,Low,Compromised,MITM,TCP
ID9418,Ventilator,86,39.1,178,Good,31,4,Yes,No,Low,Normal,None,None
ID4185,Glucose Monitor,98,42.1,166,Disconnected,44,8,Yes,Yes,Low,Compromised,Spoofing,TCP
ID1479,ECG Machine,59,49.6,134,Poor,49,5,Yes,No,High,Compromised,DDoS,TCP
ID2340,Heart Rate Monitor,95,43.2,17,Disconnected,52,2,No,Yes,Low,Compromised,MITM,TCP
ID3598,Patient Monitor,59,32.8,180,Good,12,10,Yes,Yes,Low,Normal,None,None
ID2636,Infusion Pump,54,33.7,163,Poor,46,3,No,Yes,Low,Compromised,DDoS,TCP
ID6670,Ventilator,17,44.7,68,Disconnected,59,6,Yes,No,High,Compromised,Spoofing,Bluetooth
ID4216,ECG Machine,13,49.1,131,Good,10,7,Yes,No,High,Compromised,DDoS,TCP
ID8756,Heart Rate Monitor,80,30.2,52,Disconnected,22,1,No,Yes,Medium,Normal,None,None
ID4943,Patient Monitor,30,38.0,69,Poor,35,5,No,Yes,Medium,Normal,None,None
ID2263,Ventilator,59,41.5,4,Disconnected,17,9,No,Yes,High,Normal,None,None
ID4680,Heart Rate Monitor,39,30.2,114,Good,24,8,Yes,Yes,High,Normal,None,None
ID6577,ECG Machine,57,34.5,88,Disconnected,7,1,Yes,No,Low,Normal,None,None
ID8155,ECG Machine,38,32.9,179,Good,42,1,No,No,High,Compromised,Spoofing,TCP
ID9127,Infusion Pump,43,36.2,168,Good,9,3,No,Yes,Low,Normal,None,None
ID4085,Infusion Pump,95,49.6,110,Disconnected,48,7,No,No,High,Compromised,DDoS,Wi-Fi
ID2639,Glucose Monitor,36,31.8,182,Good,46,7,Yes,No,Low,Compromised,DDoS,Wi-Fi
ID3176,ECG Machine,60,42.4,198,Good,58,5,No,No,Medium,Normal,None,None
ID6260,Heart Rate Monitor,24,45.3,99,Disconnected,18,2,Yes,No,Low,Compromised,MITM,UDP
ID1072,Patient Monitor,54,36.2,14,Disconnected,60,4,No,Yes,High,Compromised,DDoS,Bluetooth
ID7132,Infusion Pump,72,47.2,127,Good,30,8,No,No,Low,Compromised,Spoofing,TCP
ID1423,Ventilator,15,37.6,187,Disconnected,55,8,No,No,High,Compromised,Spoofing,Bluetooth
ID1816,Heart Rate Monitor,53,38.6,128,Disconnected,13,0,No,Yes,High,Normal,None,None
ID4042,Glucose Monitor,71,41.9,142,Disconnected,45,1,Yes,Yes,High,Compromised,Spoofing,Bluetooth
ID7238,Heart Rate Monitor,51,45.5,78,Good,26,5,No,No,Medium,Normal,None,None
ID4611,Ventilator,39,31.5,46,Good,48,6,No,Yes,Medium,Compromised,Spoofing,UDP
ID4012,ECG Machine,75,42.2,25,Good,17,8,Yes,Yes,High,Normal,None,None
ID5930,ECG Machine,92,43.2,150,Good,39,9,Yes,Yes,Medium,Normal,None,None
ID9050,Infusion Pump,85,36.5,90,Good,12,7,Yes,Yes,Medium,Normal,None,None
ID9477,Glucose Monitor,81,32.0,172,Poor,31,0,No,Yes,Medium,Normal,None,None
ID3538,Glucose Monitor,73,42.7,3,Good,38,10,No,No,High,Normal,None,None
ID6522,ECG Machine,3,45.1,3,Disconnected,59,8,Yes,Yes,Low,Compromised,MITM,Bluetooth
ID6463,Ventilator,78,38.6,187,Poor,42,1,No,No,Medium,Compromised,Spoofing,Bluetooth
ID4166,Glucose Monitor,88,38.9,157,Poor,31,6,No,Yes,Medium,Normal,None,None
ID8496,Glucose Monitor,26,47.6,123,Poor,5,8,Yes,No,High,Compromised,Spoofing,UDP
ID1244,Glucose Monitor,90,37.0,94,Poor,33,9,No,Yes,Medium,Normal,None,None
ID8365,ECG Machine,19,48.6,152,Disconnected,50,6,Yes,No,High,Compromised,Spoofing,UDP
ID6837,ECG Machine,17,38.9,17,Disconnected,51,5,No,Yes,Low,Compromised,Spoofing,Bluetooth
ID8556,ECG Machine,67,49.0,13,Poor,17,3,Yes,No,High,Compromised,MITM,TCP
ID5312,Patient Monitor,60,46.4,100,Good,7,2,Yes,Yes,High,Normal,None,None
ID3676,Heart Rate Monitor,0,36.2,73,Poor,22,6,Yes,No,High,Compromised,DDoS,TCP
ID3849,ECG Machine,55,46.0,87,Poor,31,6,No,No,Low,Compromised,DDoS,TCP
ID1136,Ventilator,47,43.6,2,Poor,19,8,Yes,Yes,Low,Normal,None,None
ID6999,Patient Monitor,69,49.9,80,Good,8,9,No,Yes,Medium,Compromised,DDoS,UDP
ID4851,Infusion Pump,72,35.5,73,Poor,37,5,No,Yes,Low,Normal,None,None
ID6636,Ventilator,86,45.0,4,Poor,43,2,Yes,No,Medium,Compromised,Spoofing,Wi-Fi
ID3225,Glucose Monitor,69,36.7,187,Poor,17,2,No,No,Medium,Normal,None,None
ID8960,Infusion Pump,15,36.9,158,Disconnected,20,3,Yes,No,Low,Compromised,Spoofing,UDP
ID2778,Heart Rate Monitor,16,44.8,47,Poor,5,6,Yes,No,Low,Compromised,DDoS,Wi-Fi
ID3725,Infusion Pump,14,46.3,165,Poor,38,1,Yes,Yes,Low,Compromised,Spoofing,UDP
ID4013,ECG Machine,74,31.9,18,Poor,24,3,No,Yes,Low,Normal,None,None
ID6664,Infusion Pump,20,37.8,117,Good,55,9,Yes,No,High,Compromised,DDoS,UDP
ID4109,Heart Rate Monitor,28,46.6,147,Disconnected,55,5,Yes,Yes,High,Compromised,Spoofing,TCP
ID9800,Glucose Monitor,69,30.3,59,Poor,18,6,Yes,No,High,Normal,None,None
ID1316,Glucose Monitor,23,39.4,190,Good,7,6,No,No,Low,Normal,None,None
ID1411,Ventilator,5,46.0,148,Disconnected,28,4,No,Yes,High,Compromised,Spoofing,UDP
ID9921,Glucose Monitor,5,35.2,12,Poor,55,1,Yes,No,High,Compromised,DDoS,UDP
ID7162,ECG Machine,92,34.4,118,Poor,45,0,Yes,No,High,Compromised,DDoS,UDP
ID8765,ECG Machine,11,34.2,128,Disconnected,27,9,No,Yes,Medium,Compromised,DDoS,Bluetooth
ID8443,Ventilator,31,41.0,47,Good,30,3,Yes,Yes,Low,Normal,None,None
ID8295,Patient Monitor,75,34.8,170,Good,5,10,Yes,No,High,Compromised,Spoofing,TCP
ID3564,Ventilator,26,39.7,59,Poor,16,9,Yes,No,Low,Normal,None,None
ID1193,Heart Rate Monitor,49,31.2,164,Disconnected,60,2,No,Yes,High,Compromised,DDoS,Bluetooth
ID1597,ECG Machine,87,49.4,130,Good,16,4,No,No,Medium,Normal,None,None
ID6075,Infusion Pump,55,34.4,155,Good,53,4,Yes,No,Low,Normal,None,None
ID4931,Infusion Pump,88,45.7,67,Good,60,0,No,Yes,Low,Normal,None,None
ID3893,Patient Monitor,48,30.5,147,Good,33,2,Yes,Yes,High,Normal,None,None
ID1933,Heart Rate Monitor,72,49.3,46,Poor,52,7,No,No,Medium,Compromised,Spoofing,UDP
ID9661,Patient Monitor,74,48.6,13,Poor,44,7,No,No,High,Compromised,MITM,Wi-Fi
ID2717,Patient Monitor,58,40.7,180,Disconnected,22,8,No,No,High,Compromised,MITM,TCP
ID7616,ECG Machine,89,32.3,63,Disconnected,36,8,Yes,No,Low,Normal,None,None
ID3361,ECG Machine,40,45.3,26,Good,17,1,Yes,Yes,High,Normal,None,None
ID8526,Heart Rate Monitor,55,37.4,38,Disconnected,15,9,Yes,No,Medium,Normal,None,None
ID3519,Heart Rate Monitor,59,34.8,148,Poor,58,8,No,No,Medium,Compromised,Spoofing,Bluetooth
ID5818,Heart Rate Monitor,67,46.9,143,Disconnected,36,5,No,No,Medium,Compromised,MITM,UDP
ID5970,Patient Monitor,95,48.6,65,Good,49,5,Yes,Yes,High,Normal,None,None
ID8854,Heart Rate Monitor,68,31.3,181,Poor,28,8,No,No,Medium,Normal,None,None
ID4157,Glucose Monitor,18,38.8,181,Disconnected,50,1,No,No,Medium,Compromised,DDoS,Bluetooth
ID1883,Infusion Pump,55,47.2,186,Disconnected,19,3,No,Yes,High,Compromised,MITM,Wi-Fi
ID1777,Heart Rate Monitor,0,44.0,53,Good,40,9,Yes,No,High,Compromised,Spoofing,TCP
ID2185,Infusion Pump,29,49.8,146,Good,14,2,Yes,Yes,High,Normal,None,None
ID1626,ECG Machine,6,47.9,70,Poor,15,1,Yes,No,Low,Compromised,Spoofing,TCP
ID1809,ECG Machine,56,31.7,154,Poor,22,6,Yes,Yes,High,Normal,None,None
ID2919,Infusion Pump,41,37.5,59,Poor,16,9,No,No,Medium,Normal,None,None
ID1603,Ventilator,68,33.4,63,Good,11,9,Yes,Yes,High,Normal,None,None
ID3140,Glucose Monitor,53,37.4,186,Poor,53,8,Yes,Yes,Low,Compromised,Spoofing,Wi-Fi
ID7279,ECG Machine,74,46.7,135,Good,16,6,No,No,Low,Compromised,Spoofing,UDP
ID7823,ECG Machine,48,38.9,40,Disconnected,33,1,No,No,Medium,Normal,None,None
ID9918,ECG Machine,55,41.5,108,Poor,36,5,No,No,High,Normal,None,None
ID6683,Infusion Pump,93,38.3,11,Disconnected,34,8,No,Yes,High,Normal,None,None
ID4368,Infusion Pump,81,35.9,5,Disconnected,36,10,Yes,Yes,Medium,Normal,None,None
ID5407,Patient Monitor,24,38.0,89,Disconnected,42,4,No,No,Low,Compromised,DDoS,UDP
ID4586,Heart Rate Monitor,95,33.0,194,Good,42,3,No,No,Low,Normal,None,None
ID3141,Ventilator,71,42.7,121,Good,33,6,Yes,No,Medium,Normal,None,None
ID5419,ECG Machine,85,42.6,200,Poor,26,0,Yes,Yes,Medium,Normal,None,None
ID6592,Ventilator,75,45.4,109,Poor,20,1,No,No,Low,Compromised,DDoS,UDP
ID4583,Patient Monitor,3,36.3,159,Poor,9,5,Yes,Yes,Low,Compromised,MITM,Wi-Fi
ID3935,Ventilator,52,38.5,52,Good,14,1,No,No,High,Normal,None,None
ID8458,Patient Monitor,97,45.6,95,Disconnected,10,2,Yes,No,High,Compromised,Spoofing,TCP
ID5415,Patient Monitor,50,46.2,22,Poor,44,5,Yes,No,Low,Compromised,MITM,Bluetooth
ID2299,Heart Rate Monitor,68,41.7,137,Disconnected,44,8,No,Yes,Low,Compromised,Spoofing,UDP
ID3447,Ventilator,31,30.5,117,Disconnected,12,2,No,No,High,Normal,None,None
ID1101,Glucose Monitor,74,37.4,59,Poor,48,0,Yes,No,Medium,Compromised,Spoofing,TCP
ID5231,ECG Machine,88,34.8,78,Good,27,6,No,No,Low,Normal,None,None
ID2377,Ventilator,35,45.1,85,Poor,35,6,Yes,No,Low,Compromised,Spoofing,UDP
ID2327,Heart Rate Monitor,73,31.1,96,Good,32,10,No,No,Medium,Normal,None,None
ID2534,Heart Rate Monitor,58,42.6,29,Good,54,0,Yes,No,Low,Normal,None,None
ID8334,Heart Rate Monitor,23,34.9,31,Poor,31,8,Yes,Yes,High,Normal,None,None
ID6403,ECG Machine,42,32.7,137,Disconnected,8,9,No,Yes,High,Normal,None,None
ID7396,Heart Rate Monitor,72,39.1,99,Poor,9,5,Yes,Yes,Medium,Normal,None,None
ID7845,Glucose Monitor,40,39.1,70,Poor,47,5,Yes,No,Low,Compromised,Spoofing,Bluetooth
ID5916,Infusion Pump,49,38.6,182,Good,15,3,Yes,Yes,Low,Normal,None,None
ID9097,Heart Rate Monitor,87,49.3,197,Poor,22,3,Yes,Yes,High,Compromised,DDoS,Bluetooth
ID5934,Infusion Pump,93,43.2,125,Disconnected,59,0,Yes,Yes,Medium,Compromised,Spoofing,Wi-Fi
ID2708,Heart Rate Monitor,55,30.9,33,Poor,31,4,Yes,No,Medium,Normal,None,None
ID9521,Heart Rate Monitor,4,31.3,41,Disconnected,24,0,Yes,No,High,Compromised,MITM,UDP
ID9150,Glucose Monitor,28,36.1,89,Poor,39,0,No,Yes,Low,Normal,None,None
ID2695,ECG Machine,82,40.6,78,Disconnected,57,0,Yes,No,Medium,Compromised,MITM,Wi-Fi
ID2412,ECG Machine,16,38.1,155,Poor,27,10,No,No,Low,Compromised,Spoofing,UDP
ID2809,Patient Monitor,91,32.5,96,Good,48,10,Yes,Yes,Low,Compromised,MITM,UDP
ID5954,Patient Monitor,82,41.5,127,Disconnected,6,10,No,Yes,Low,Normal,None,None
ID9131,ECG Machine,7,34.0,139,Poor,15,5,No,No,Medium,Compromised,MITM,Bluetooth
ID2460,ECG Machine,64,34.1,2,Poor,43,0,No,No,High,Compromised,MITM,TCP
ID5768,Infusion Pump,93,42.4,188,Disconnected,40,4,No,No,Medium,Normal,None,None
ID9558,Heart Rate Monitor,81,49.5,80,Disconnected,42,8,No,Yes,Low,Compromised,DDoS,UDP
ID7726,Glucose Monitor,55,36.9,150,Poor,21,2,No,Yes,High,Normal,None,None
ID4377,Patient Monitor,68,44.8,153,Disconnected,51,3,Yes,No,Medium,Compromised,DDoS,Bluetooth
ID4366,Patient Monitor,89,32.1,117,Poor,55,10,Yes,No,Low,Compromised,DDoS,Bluetooth
ID9870,Heart Rate Monitor,39,43.5,94,Good,31,2,No,Yes,High,Normal,None,None
ID3193,Heart Rate Monitor,32,31.6,1,Poor,60,6,Yes,Yes,Medium,Compromised,Spoofing,TCP
ID7573,Infusion Pump,83,49.9,1,Good,16,6,Yes,Yes,High,Compromised,MITM,Bluetooth
ID2961,Patient Monitor,32,42.9,174,Poor,58,6,No,No,Low,Compromised,DDoS,TCP
ID3647,Infusion Pump,87,38.2,40,Good,18,7,No,No,Low,Normal,None,None
ID2218,Glucose Monitor,51,34.5,4,Disconnected,55,5,Yes,Yes,Low,Compromised,Spoofing,Wi-Fi
ID9098,Infusion Pump,56,46.7,117,Good,21,9,Yes,No,Low,Compromised,MITM,TCP
ID1298,Ventilator,0,30.6,32,Disconnected,19,5,Yes,No,Low,Compromised,DDoS,Bluetooth
ID1274,Heart Rate Monitor,42,43.6,5,Good,28,2,No,Yes,High,Normal,None,None
ID3314,Heart Rate Monitor,91,39.5,163,Good,42,10,No,Yes,Low,Compromised,DDoS,TCP
ID3800,Infusion Pump,31,34.0,168,Poor,7,4,No,Yes,Low,Normal,None,None
ID6752,Patient Monitor,40,37.7,189,Good,35,2,Yes,Yes,Low,Normal,None,None
ID1926,Patient Monitor,74,37.5,196,Disconnected,11,3,Yes,No,Low,Normal,None,None
ID1748,Heart Rate Monitor,78,31.2,99,Poor,16,5,Yes,No,Medium,Normal,None,None
ID6276,Heart Rate Monitor,74,43.5,77,Good,28,6,Yes,No,Medium,Normal,None,None
ID5461,Ventilator,27,37.7,22,Good,37,0,No,Yes,Medium,Normal,None,None
ID8604,ECG Machine,19,41.1,161,Poor,44,0,Yes,No,High,Compromised,MITM,Wi-Fi
ID4740,Patient Monitor,94,40.3,164,Good,43,1,Yes,No,Low,Normal,None,None
ID8757,Glucose Monitor,90,47.4,59,Good,42,7,No,No,Low,Compromised,Spoofing,Wi-Fi
ID6310,Ventilator,5,37.0,92,Disconnected,54,4,No,Yes,Low,Compromised,Spoofing,TCP
ID4522,Patient Monitor,84,48.6,43,Disconnected,60,8,No,Yes,High,Compromised,MITM,Wi-Fi
